DNR_ID_Site_Number,Year,Mean(log_phosphorus),Std Dev(log_phosphorus),Mean(Secchi_Depth_RESULT),Std Dev(Secchi_Depth_RESULT),rec_1,rec_2,rec_3,rec_4,rec_5,seasonal_1,seasonal_2,seasonal_3,seasonal_4,seasonal_5,physical_1,physical_2,physical_3,physical_4,physical_5,LAKE_NAME,MAJOR_WATERSHED,longitude,latitude,num.rec.readings,num.physical.readings,rec.avg,physical.avg,seasonal.grade,LakeSite,Number Properties,Mean(ACRES_POLY),Std Dev(ACRES_POLY),N(Ag Preserve - Yes),N(Basement - Yes),Median(EMV_TOTAL),Interquartile Range(EMV_TOTAL),Median(FIN_SQ_FT),Interquartile Range(FIN_SQ_FT),N(Green ACRE - Yes),N(Homestead - Partial),N(Homestead - Yes),N(Single Unit),N(Multiple Unit),Median(SALE_VALUE),Interquartile Range(SALE_VALUE),Median(TOTAL_TAX),Interquartile Range(TOTAL_TAX),N(Sales that year),N(Built that year)
82009002-01,2014,-2.778101164,0.354835591,1.1275,0.272100416,0,2,2,8,0,0,0,1,0,0,0,2,10,0,0,Wilmes Lake,Mississippi River - Twin Cities,-92.91260488,44.92794439,12,12,3.5,2.833333333,C,Wilmes Lake-1,602,0.564,1.685002093,0,0,325400,78500,2260,603,0,0,560,582,0,245674.5,154250,,,0,0
82009200-01,2004,-3.337521071,0.253207355,1.992142857,0.619702889,0,5,2,3,0,0,0,1,0,0,0,5,4,5,0,Powers Lake,Mississippi River - Twin Cities,-92.89985034,44.92635622,10,14,2.8,3,C,Powers Lake-1,537,0.773834587,4.49830001,0,0,394600,172400,0,0,0,0,537,0,0,123500,0,4230,2211.5,0,0
82009200-01,2005,-3.022998096,0.521546144,1.622071429,0.805590607,0,0,3,8,3,0,0,1,0,0,0,4,6,3,1,Powers Lake,Mississippi River - Twin Cities,-92.89985034,44.92635622,14,14,4,3.071428571,C,Powers Lake-1,539,0.777940075,4.490349957,0,0,433100,197600,0,0,0,0,539,0,0,123500,0,4462,1848,0,0
82009200-01,2006,-2.611406105,1.032409152,1.7635,0.746082152,0,0,6,8,0,0,0,1,0,0,0,1,11,2,0,Powers Lake,Mississippi River - Twin Cities,-92.89985034,44.92635622,14,14,3.571428571,3.071428571,C,Powers Lake-1,538,0.780864662,4.49931194,0,0,450500,220075,2268,1076.5,0,0,443,0,0,332075,195862,4694,1865,12,0
82009200-01,2007,-3.008838713,0.993685749,1.894214286,0.559889712,0,7,0,7,0,0,0,1,0,0,0,3,8,2,1,Powers Lake,Mississippi River - Twin Cities,-92.89985034,44.92635622,14,14,3,3.071428571,C,Powers Lake-1,538,,,0,0,445100,199075,0,0,0,538,0,0,0,350000,221000,,,10,0
82009200-01,2008,-2.448514029,1.320274158,2.384,0.593693912,0,1,5,8,0,0,0,0,1,0,0,2,10,2,0,Powers Lake,Mississippi River - Twin Cities,-92.89985034,44.92635622,14,14,3.5,3,B,Powers Lake-1,539,0.764823748,4.456422261,0,0,445300,200100,0,0,0,539,0,0,0,378958,215712.5,445300,200100,8,0
82009200-01,2009,-1.974096226,1.612254362,2.503714286,1.388678809,0,2,8,4,0,0,0,0,1,0,0,6,8,0,0,Powers Lake,Mississippi River - Twin Cities,-92.89985034,44.92635622,14,14,3.142857143,2.571428571,B,Powers Lake-1,538,0.765836431,4.460476437,0,0,421900,174525,2233,1038.25,0,538,0,0,0,375000,204187,421900,174525,0,0
82009200-01,2010,-2.144228185,1.278019093,2.46,1.882669954,0,1,6,7,0,0,0,1,0,0,0,3,11,0,0,Powers Lake,Mississippi River - Twin Cities,-92.89985034,44.92635622,14,14,3.428571429,2.785714286,C,Powers Lake-1,534,0.778988764,4.486170296,0,0,397300,167600,2233,1039,0,0,424,470,0,350000,194100,,,12,0
82009200-01,2011,-2.450825265,1.06308313,2.328571429,0.96523299,0,6,5,3,0,0,0,1,0,0,0,7,7,0,0,Powers Lake,Mississippi River - Twin Cities,-92.89985034,44.92635622,14,14,2.785714286,2.5,C,Powers Lake-1,536,0.777350746,4.477752615,0,0,383800,158350,2230.5,1039.75,0,0,426,470,0,350431.5,188875,,,14,2
82009200-01,2012,-2.541517842,1.391795173,4.536428571,1.303116543,3,9,2,0,0,0,0,0,0,1,0,13,1,0,0,Powers Lake,Mississippi River - Twin Cities,-92.89985034,44.92635622,14,14,1.928571429,2.071428571,A,Powers Lake-1,536,0.776007463,4.474174629,0,0,372700,176750,2230.5,1039.75,0,0,418,470,0,351681.5,187007.5,,,20,0
82009200-01,2013,-2.301351771,1.59413502,4.836923077,1.24260737,1,9,3,0,0,0,0,0,0,1,1,11,1,0,0,Powers Lake,Mississippi River - Twin Cities,-92.89985034,44.92635622,13,13,2.153846154,2,A,Powers Lake-1,536,0.777350746,4.477752615,0,0,379450,162625,2230.5,1039.75,0,0,418,470,0,351681.5,187007.5,,,0,0
82009200-01,2014,-2.400210285,1.314580638,2.413333333,1.301295392,1,2,9,0,0,0,0,0,1,0,0,2,10,0,0,Powers Lake,Mississippi River - Twin Cities,-92.89985034,44.92635622,12,12,2.666666667,2.833333333,B,Powers Lake-1,532,0.781015038,4.494341463,0,0,433550,211500,2230.5,1039,0,0,412,468,0,350431.5,189500,,,0,0
82009400-01,2004,-1.975636246,1.058239761,0.64,0.150554531,0,0,0,10,0,0,1,0,0,0,1,9,0,0,0,Colby Lake,Mississippi River - Twin Cities,-92.90834129,44.91007106,10,10,4,1.9,D,Colby Lake-1,852,0.827065728,4.194285253,0,0,295000,191400,0,0,0,0,852,0,0,,,3222,2424,0,2
82009400-01,2005,-2.055981906,0.542150077,0.833333333,0.625033332,0,0,0,6,0,0,1,0,0,0,3,0,3,0,0,Colby Lake,Mississippi River - Twin Cities,-92.90834129,44.91007106,6,6,4,2,D,Colby Lake-1,853,0.828450704,4.194241312,0,0,318900,213400,0,0,0,0,853,0,0,,,3430,2384,0,0
82009400-01,2006,-1.767758305,0.820877812,0.642857143,0.340867241,0,0,0,7,0,1,0,0,0,0,0,2,3,2,0,Colby Lake,Mississippi River - Twin Cities,-92.90834129,44.91007106,7,7,4,3,F,Colby Lake-1,853,0.828450704,4.194241312,0,0,332600,219050,2041,935,0,0,755,0,0,246000,218740.75,3650,2480,13,0
82009400-01,2007,-2.057532587,0.430240678,0.675,0.382109932,0,2,0,5,0,0,1,0,0,0,0,1,3,3,0,Colby Lake,Mississippi River - Twin Cities,-92.90834129,44.91007106,7,7,3.428571429,3.285714286,D,Colby Lake-1,853,,,0,0,331700,239000,0,0,0,850,0,0,0,270000,212235,,,8,0
82009400-01,2008,-1.906715324,0.411549725,0.357777778,0.161692438,0,0,0,9,0,1,0,0,0,0,0,3,4,2,0,Colby Lake,Mississippi River - Twin Cities,-92.90834129,44.91007106,9,9,4,2.888888889,F,Colby Lake-1,853,0.784223529,3.978554872,0,0,329600,237400,0,0,0,853,0,0,0,344500,175122,329600,237400,11,0
82009400-01,2009,-2.096756528,0.251353071,0.533333333,0.047258156,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,Colby Lake,Mississippi River - Twin Cities,-92.90834129,44.91007106,3,3,4,2.333333333,F,Colby Lake-1,853,0.784223529,3.978556233,0,0,304900,217500,2038,932,0,850,0,0,0,344500,175122,305050,218300,0,0
82009400-01,2010,-2.57118495,0.49060471,0.99,0.448385994,0,0,0,9,0,0,1,0,0,0,0,0,1,6,1,Colby Lake,Mississippi River - Twin Cities,-92.90834129,44.91007106,9,8,4,4,D,Colby Lake-1,846,0.834089835,4.206094486,0,0,279200,193200,2044,935,0,0,754,776,0,272450,222818,,,22,2
82009400-01,2011,-2.386784382,0.521512678,0.907142857,0.405660498,5,9,0,0,0,0,1,0,0,0,0,5,3,6,0,Colby Lake,Mississippi River - Twin Cities,-92.90834129,44.91007106,14,14,1.642857143,3.071428571,D,Colby Lake-1,846,0.834113475,4.206473299,0,0,282300,185300,2029,948,0,0,752,776,0,272750,219918,,,24,0
82009400-01,2012,-2.108609528,0.682193275,0.717857143,0.372933869,1,1,5,6,0,0,1,0,0,0,0,2,4,8,0,Colby Lake,Mississippi River - Twin Cities,-92.90834129,44.91007106,13,14,3.230769231,3.428571429,D,Colby Lake-1,846,0.832033097,4.202755774,0,0,264400,173200,2026,948,0,0,742,774,0,279558,215250,,,32,0
82009400-01,2013,-1.954520896,0.487216333,0.663846154,0.302972454,0,1,2,10,0,0,1,0,0,0,0,1,8,4,0,Colby Lake,Mississippi River - Twin Cities,-92.90834129,44.91007106,13,13,3.692307692,3.230769231,D,Colby Lake-1,846,0.832647754,4.206526807,0,0,277100,163900,2026,948,0,0,734,774,0,279558,215250,,,0,0
82009400-01,2014,-2.236234374,0.465151378,0.915,0.542527754,0,0,3,9,0,0,1,0,0,0,0,1,10,1,0,Colby Lake,Mississippi River - Twin Cities,-92.90834129,44.91007106,12,12,3.75,3,D,Colby Lake-1,846,0.832647754,4.206526807,0,0,316700,153600,2026,948,0,0,732,774,0,279558,215250,,,0,0
82009700-01,2004,-2.573453967,0.705619847,2.183333333,0.742181469,1,2,0,0,0,0,0,0,0,0,1,2,0,0,0,La Lake,Mississippi River - Twin Cities,-92.9713984,44.88725237,3,3,1.666666667,1.666666667,F,La Lake-1,211,2.266095238,6.659049005,0,0,0,105000,0,0,8,0,211,0,0,,,152,1970,0,7
82009700-01,2005,-2.78976712,0.118742242,1.715384615,0.478880907,0,4,6,3,0,0,0,1,0,0,2,6,2,3,0,La Lake,Mississippi River - Twin Cities,-92.9713984,44.88725237,13,13,2.923076923,2.461538462,C,La Lake-1,211,1.96352381,5.937829502,0,0,90000,197300,0,0,8,0,211,0,0,,,556,627,0,0
82009700-01,2006,-2.385494939,0.329284617,1.475,0.937962007,2,1,5,4,0,0,0,1,0,0,2,5,3,2,0,La Lake,Mississippi River - Twin Cities,-92.9713984,44.88725237,12,12,2.916666667,2.416666667,C,La Lake-1,213,1.945283019,5.877625405,0,0,235500,85000,1076,871,6,0,141,0,0,259990,93346.25,1012,1921,22,0
82009700-01,2007,-2.303491188,0.585835219,1.264285714,0.620926284,0,6,1,6,0,0,1,0,0,0,0,4,5,4,0,La Lake,Mississippi River - Twin Cities,-92.9713984,44.88725237,13,13,3,3,D,La Lake-1,213,,,0,0,226300,90450,0,0,6,212,0,0,0,241455,68393.25,,,4,0
82009700-01,2008,-2.276426534,0.592176046,1.754545455,0.615408216,3,0,0,8,0,0,0,1,0,0,3,1,4,2,1,La Lake,Mississippi River - Twin Cities,-92.9713984,44.88725237,11,11,3.181818182,2.727272727,C,La Lake-1,214,2.098544601,6.223832788,0,0,211800,98700,0,0,0,214,0,0,0,243340,75980.5,211800,98700,0,0
82009700-01,2009,-2.288301031,0.478731918,0.9625,0.296105676,3,3,1,5,0,0,0,1,0,0,3,3,4,1,1,La Lake,Mississippi River - Twin Cities,-92.9713984,44.88725237,12,12,2.666666667,2.5,C,La Lake-1,213,1.953396226,5.866081778,0,0,199400,104150,1076,871,0,212,0,0,0,243340,75980.5,199400,104750,0,0
82009700-01,2010,-2.330005971,0.458000286,0.616666667,0.132916014,1,3,0,6,0,0,0,1,0,0,1,3,4,2,0,La Lake,Mississippi River - Twin Cities,-92.9713984,44.88725237,10,10,3.1,2.7,C,La Lake-1,210,1.953333333,5.891084118,0,0,176600,87500,1076,871,0,0,142,188,0,240450,88405,,,10,0
82009700-01,2011,-2.604692404,0.490479362,2.3,0.724568837,0,4,0,6,0,0,0,1,0,0,0,5,5,0,0,La Lake,Mississippi River - Twin Cities,-92.9713984,44.88725237,10,10,3.2,2.5,C,La Lake-1,210,1.953333333,5.891084118,0,0,177500,78475,1076,871,0,0,150,190,0,234505,124442.5,,,18,0
82009700-01,2012,-2.378992431,0.457786595,1.490909091,0.671497648,0,0,0,11,0,0,0,1,0,0,0,8,3,0,0,La Lake,Mississippi River - Twin Cities,-92.9713984,44.88725237,11,11,4,2.272727273,C,La Lake-1,210,1.951714286,5.886428224,0,0,145500,78475,1076,871,0,0,148,190,0,234225,123635,,,10,0
82009700-01,2013,-2.868523088,0.315999432,1.5,0.29664794,0,0,0,10,0,0,0,1,0,0,0,4,6,0,0,La Lake,Mississippi River - Twin Cities,-92.9713984,44.88725237,10,10,4,2.6,C,La Lake-1,210,1.953333333,5.891084118,0,0,152300,85225,1076,871,0,0,144,190,0,234225,123635,,,0,0
82009700-01,2014,-2.832659826,0.378824966,1.688888889,0.652771868,0,0,0,9,0,0,0,0,0,0,1,5,3,0,0,La Lake,Mississippi River - Twin Cities,-92.9713984,44.88725237,9,9,4,2.222222222,F,La Lake-1,220,1.864636364,5.735319982,0,0,174650,94100,1076,871,0,0,140,182,0,233750,120850,,,0,0
82010100-01,2004,-3.92378958,0.278462401,2.742857143,0.991280668,8,3,0,0,0,0,0,0,0,1,3,8,1,0,0,DeMontreville Lake,Lower St. Croix River,-92.93991097,45.02166106,11,12,1.272727273,1.833333333,A,DeMontreville Lake-1,277,1.514748201,5.57247575,0,0,289500,429600,0,0,0,0,277,0,0,257500,173375,2352,3155,0,0
82010100-01,2005,-3.636365629,0.403300954,3.135285714,1.73947154,0,5,2,0,0,0,0,0,1,0,0,4,3,0,0,DeMontreville Lake,Lower St. Croix River,-92.93991097,45.02166106,7,7,2.285714286,2.428571429,B,DeMontreville Lake-1,273,1.536934307,5.610329046,0,0,315600,468400,0,0,0,0,273,0,0,257500,173375,2716,3574,0,0
82010100-01,2006,-3.034323899,0.916452525,2.482,1.434366527,0,4,2,1,0,0,0,0,1,0,0,4,2,1,0,DeMontreville Lake,Lower St. Croix River,-92.93991097,45.02166106,7,7,2.571428571,2.571428571,B,DeMontreville Lake-1,273,1.536861314,5.610344405,0,0,333500,495000,1152,1858.5,0,0,196,0,0,260000,260000,2862,3882,6,0
82010100-01,2007,-3.629275878,0.514715831,1.866666667,1.285820102,7,2,0,0,0,0,0,1,0,0,4,5,1,1,0,DeMontreville Lake,Lower St. Croix River,-92.93991097,45.02166106,9,11,1.222222222,1.909090909,C,DeMontreville Lake-1,265,,,0,0,329800,479750,0,0,0,260,0,0,0,297500,327375,,,2,0
82010100-01,2008,-3.772720477,0.728171979,3.7865,0.805781062,17,4,1,0,0,0,0,0,0,1,6,16,0,0,0,DeMontreville Lake,Lower St. Croix River,-92.93991097,45.02166106,22,22,1.272727273,1.727272727,A,DeMontreville Lake-1,265,1.764312977,8.145570648,0,0,340000,447500,0,0,0,265,0,0,0,305000,330000,336700,448900,1,0
82010100-01,2009,-3.850942133,0.274151818,3.038461539,1.168002898,12,1,0,0,0,0,0,0,1,0,2,11,0,0,0,DeMontreville Lake,Lower St. Croix River,-92.93991097,45.02166106,13,13,1.076923077,1.846153846,B,DeMontreville Lake-1,265,1.764312977,8.145570648,0,0,322300,455700,1244,1984,0,262,0,0,0,305000,330000,331300,455000,0,0
82010100-01,2010,-3.369238706,0.304086725,2.9,1.778442336,14,1,0,0,0,0,0,0,1,0,3,10,1,1,0,DeMontreville Lake,Lower St. Croix River,-92.93991097,45.02166106,15,15,1.066666667,2,B,DeMontreville Lake-1,258,1.794883721,8.211652641,0,0,310400,400400,1304,1986,0,0,182,162,0,289500,290000,,,0,0
82010100-01,2011,-3.830334734,0.570521203,3.440952381,1.623317297,15,5,1,0,0,0,0,0,0,1,7,11,3,0,0,DeMontreville Lake,Lower St. Croix River,-92.93991097,45.02166106,21,21,1.333333333,1.80952381,A,DeMontreville Lake-1,254,1.819685039,8.277062638,0,0,300800,372600,1312,2010,0,0,176,164,0,290000,327750,,,6,0
82010100-01,2012,-3.881260372,0.401133519,3.376666667,1.538188483,15,0,0,0,0,0,0,0,0,1,5,8,1,1,0,DeMontreville Lake,Lower St. Croix River,-92.93991097,45.02166106,15,15,1,1.866666667,A,DeMontreville Lake-1,254,1.817952756,8.269591455,0,0,294300,366300,1312,2010,0,0,178,164,0,290000,327500,,,4,0
82010100-01,2013,-4.321176301,0.258749086,3.715384615,0.837502392,13,0,0,0,0,0,0,0,0,1,7,5,1,0,0,DeMontreville Lake,Lower St. Croix River,-92.93991097,45.02166106,13,13,1,1.538461539,A,DeMontreville Lake-1,254,1.819685039,8.277062638,0,0,293300,371600,1312,2010,0,0,178,162,0,290000,327500,,,0,0
82010100-01,2014,-4.146774443,0.436811305,2.84,1.136284673,13,1,0,0,0,0,0,0,0,1,7,4,4,0,0,DeMontreville Lake,Lower St. Croix River,-92.93991097,45.02166106,14,15,1.071428571,1.8,A,DeMontreville Lake-1,254,1.819685039,8.277062638,0,0,332300,416700,1312,2010,0,0,176,162,0,290000,327500,,,0,0
82010200-01,2006,-2.853901802,0.559877228,0.412142857,0.239492366,0,0,0,0,14,0,0,1,0,0,4,10,0,0,0,Acorn Lake,Lower St. Croix River,-92.97171054,45.01655642,14,14,5,1.714285714,C,Acorn Lake-1,641,0.875244444,2.359844702,0,0,162000,126650,1100,772,0,0,492,0,0,140000,71015,1524,1624,13,0
82010200-01,2008,-3.305633734,0.443255822,1.041333333,0.33970497,0,1,0,5,0,0,0,0,0,0,1,5,0,0,0,Acorn Lake,Lower St. Croix River,-92.97171054,45.01655642,6,6,3.666666667,1.833333333,F,Acorn Lake-1,642,0.972615804,2.573039436,0,0,168500,105625,0,0,0,642,0,0,0,146770,60556.5,167800,105925,2,0
82010200-01,2009,-3.271117749,0.556183203,0.914166667,0.096449814,0,1,0,5,0,0,0,0,0,0,1,5,0,0,0,Acorn Lake,Lower St. Croix River,-92.97171054,45.01655642,6,6,3.666666667,1.833333333,F,Acorn Lake-1,641,0.928087432,2.283050028,0,0,155100,119800,1100,340,0,641,0,0,0,149000,61400,155100,119800,2,0
82010200-01,2010,-3.286998589,0.308850294,0.871428571,0.260411762,0,0,1,6,0,0,0,1,0,0,0,7,0,0,0,Acorn Lake,Lower St. Croix River,-92.97171054,45.01655642,7,7,3.857142857,2,C,Acorn Lake-1,832,0.967620192,1.789342526,0,0,111200,108975,1100,277,0,0,694,732,0,139900,77001.25,,,18,0
82010300-01,2004,-4.0559632,0.42261502,3.221428571,1.028201246,12,0,0,0,0,0,0,0,0,1,10,2,0,0,0,Olson Lake,Lower St. Croix River,-92.94542621,45.01857051,12,12,1,1.166666667,A,Olson Lake-1,471,2.289958159,22.81965176,0,0,300900,154500,0,0,0,0,471,0,0,167000,176250,2817,1354,0,0
82010300-01,2005,-3.528887378,0.315874392,2.895571429,1.563952989,1,4,2,0,0,0,0,0,1,0,0,5,2,0,0,Olson Lake,Lower St. Croix River,-92.94542621,45.01857051,7,7,2.142857143,2.285714286,B,Olson Lake-1,463,2.328851064,23.01211108,0,0,331700,164200,0,0,0,0,463,0,0,167000,176250,3018,1251,0,0
82010300-01,2006,-3.112653178,0.40461618,2.394857143,1.264818621,1,2,4,0,0,0,0,0,1,0,1,2,3,1,0,Olson Lake,Lower St. Croix River,-92.94542621,45.01857051,7,7,2.428571429,2.571428571,B,Olson Lake-1,463,2.328893617,23.01210781,0,0,344800,184800,1590,983,0,0,396,0,0,184500,195500,3134,1371.5,3,0
82010300-01,2007,-3.662428579,0.299476938,2.463636364,0.965683931,8,2,0,0,0,0,0,0,1,0,4,6,1,0,0,Olson Lake,Lower St. Croix River,-92.94542621,45.01857051,10,11,1.2,1.727272727,B,Olson Lake-1,463,,,0,0,339000,172700,0,0,0,458,0,0,0,198000,193500,,,4,0
82010300-01,2008,-3.965092028,0.29354255,3.278954546,0.790723989,15,6,1,0,0,0,0,0,0,1,11,8,2,1,0,Olson Lake,Lower St. Croix River,-92.94542621,45.01857051,22,22,1.363636364,1.681818182,A,Olson Lake-1,463,0.743392071,0.603191249,0,0,343200,172800,0,0,0,463,0,0,0,229750,171125,343200,178400,0,0
82010300-01,2009,-4.005348936,0.243257898,3.228571429,0.444502438,10,4,0,0,0,0,0,0,0,1,5,9,0,0,0,Olson Lake,Lower St. Croix River,-92.94542621,45.01857051,14,14,1.285714286,1.642857143,A,Olson Lake-1,463,0.743392071,0.603191249,0,0,316500,182600,1595,945,0,458,0,0,0,229750,171125,316600,184200,0,0
82010300-01,2010,-3.690380471,0.30649183,2.330769231,1.009442598,4,5,2,0,0,0,0,0,1,0,3,6,2,2,0,Olson Lake,Lower St. Croix River,-92.94542621,45.01857051,11,13,1.818181818,2.230769231,B,Olson Lake-1,460,0.748995633,0.604685096,0,0,299550,176900,1613,877,0,0,402,372,0,228500,177000,,,12,0
82010300-01,2011,-3.870542263,0.467545843,3.735789474,1.328659792,8,5,2,0,0,0,0,0,0,1,9,7,3,0,0,Olson Lake,Lower St. Croix River,-92.94542621,45.01857051,15,19,1.6,1.684210526,A,Olson Lake-1,458,0.752368421,0.60657033,0,0,283600,157850,1609,874.5,0,0,402,372,0,226000,172500,,,18,0
82010300-01,2012,-3.895829432,0.4051753,2.869230769,1.251089269,8,6,0,0,0,0,0,0,1,0,7,4,3,0,0,Olson Lake,Lower St. Croix River,-92.94542621,45.01857051,14,14,1.428571429,1.714285714,B,Olson Lake-1,456,0.755154185,0.606144657,0,0,257050,146225,1620.5,870.25,0,0,398,372,0,226000,186000,,,20,0
82010300-01,2013,-4.205384185,0.322709103,3.820833333,0.704356035,10,2,0,0,0,0,0,0,0,1,8,3,1,0,0,Olson Lake,Lower St. Croix River,-92.94542621,45.01857051,12,12,1.166666667,1.416666667,A,Olson Lake-1,464,0.742640693,0.608829784,0,0,272300,145300,1604.5,911,0,0,394,372,0,226000,186000,,,0,0
82010300-01,2014,-4.122349134,0.426905187,3.318181818,0.986730137,10,1,0,0,0,0,0,0,0,1,7,2,1,1,0,Olson Lake,Lower St. Croix River,-92.94542621,45.01857051,11,11,1.090909091,1.636363636,A,Olson Lake-1,452,0.759022222,0.608782731,0,0,295100,131500,1604.5,989,0,0,378,358,0,223750,171225,,,0,0
82010400-01,2004,-4.600044994,0.399764268,5.006666667,0.436653944,6,0,0,0,0,0,0,0,0,1,7,0,0,0,0,Jane Lake,Lower St. Croix River,-92.92227254,45.01606807,6,7,1,1,A,Jane Lake-1,389,2.138535354,11.121549,0,0,318200,169700,0,0,4,0,389,0,0,167000,108200,2474,1217,0,0
82010400-01,2005,-4.305127157,0.255321792,5.346153846,1.239365015,5,0,0,0,0,0,0,0,0,1,10,0,0,0,0,Jane Lake,Lower St. Croix River,-92.92227254,45.01606807,5,10,1,1,A,Jane Lake-1,389,2.138535354,11.10046912,0,0,339600,189550,0,0,4,0,389,0,0,167000,108200,2778,1300,0,0
82010400-01,2006,-4.294289519,0.23924081,4.93,1.29017656,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,Jane Lake,Lower St. Croix River,-92.92227254,45.01606807,0,7,,1,A,Jane Lake-1,389,2.138585859,11.10046677,0,0,366500,197550,1482,672,5,0,345,0,0,191500,213000,2940,1504,2,0
82010400-01,2007,-4.280945657,0.341143252,4.823076923,0.534094009,1,0,0,0,0,0,0,0,0,1,9,0,0,0,0,Jane Lake,Lower St. Croix River,-92.92227254,45.01606807,1,9,1,1,A,Jane Lake-1,387,,,0,0,356800,194500,0,0,5,379,0,0,0,203800,235000,,,8,0
82010400-01,2008,-4.028764555,0.475539442,4.706263158,0.72802746,7,3,1,0,0,0,0,0,0,1,15,4,0,0,0,Jane Lake,Lower St. Croix River,-92.92227254,45.01606807,11,19,1.454545455,1.210526316,A,Jane Lake-1,387,1.438635171,2.102725856,0,0,370300,218200,0,0,5,387,0,0,0,220000,239000,367400,218200,1,0
82010400-01,2009,-4.352011996,0.338247879,4.518181818,0.757387856,2,0,0,0,0,0,0,0,0,1,9,0,0,0,0,Jane Lake,Lower St. Croix River,-92.92227254,45.01606807,2,9,1,1,A,Jane Lake-1,387,1.438635171,2.102725856,0,0,350400,231400,1494,669,5,381,0,0,0,228750,229250,354100,230600,0,0
82010400-01,2010,-4.248421516,0.308718762,4.533333333,1.081665383,3,0,0,0,0,0,0,0,0,1,7,0,0,0,0,Jane Lake,Lower St. Croix River,-92.92227254,45.01606807,3,7,1,1,A,Jane Lake-1,382,1.402251309,1.951617045,0,0,337800,210200,1500,662,4,0,334,318,0,232500,251475,,,2,2
82010400-01,2011,-4.010684049,0.562982114,3.895,0.898903653,5,0,0,0,0,0,0,0,0,1,9,1,0,0,0,Jane Lake,Lower St. Croix River,-92.92227254,45.01606807,5,10,1,1.1,A,Jane Lake-1,382,1.336020942,1.751983617,0,0,299900,193200,1504,686,4,0,338,318,0,249700,239000,,,8,0
82010400-01,2012,-4.203437086,0.186211778,5.2,0.692820323,3,3,0,0,0,0,0,0,0,0,1,4,1,0,0,Jane Lake,Lower St. Croix River,-92.92227254,45.01606807,6,6,1.5,2,F,Jane Lake-1,382,1.334659686,1.750345077,0,0,297500,169800,1504,686,4,0,336,318,0,256750,245025,,,4,0
82010400-01,2013,-4.86691245,0.646902957,4.6625,0.679920339,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,Jane Lake,Lower St. Croix River,-92.92227254,45.01606807,3,4,1,1,F,Jane Lake-1,382,1.336020942,1.751983617,0,0,301000,164400,1504,686,4,0,334,318,0,256750,245025,,,0,0
82010400-01,2014,-4.094750142,0.035001642,4.2,0.282842713,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,Jane Lake,Lower St. Croix River,-92.92227254,45.01606807,3,3,1,1.333333333,F,Jane Lake-1,382,1.336020942,1.751983617,0,0,341000,189500,1504,686,4,0,332,318,0,256750,245025,,,0,0
82010600-01,2005,-4.062120152,0.623813827,4.444444444,1.285604052,2,5,2,0,0,0,0,0,0,1,2,6,1,0,0,Elmo Lake,Lower St. Croix River,-92.88418587,44.98314906,9,9,2,1.888888889,A,Elmo Lake-1,64,10.10818182,49.64307268,0,0,358650,329100,0,0,0,0,64,0,0,80000,73000,2622,2500,0,0
82010600-01,2006,-4.144737888,0.396390535,3.3125,0.603412912,7,0,0,0,0,0,0,0,0,1,7,0,0,0,0,Elmo Lake,Lower St. Croix River,-92.88418587,44.98314906,7,7,1,1,A,Elmo Lake-1,64,10.10818182,49.64307268,0,0,379000,347775,1520.5,2489.75,0,0,52,0,0,118500,278375,2952,2536,0,0
82010600-01,2007,-4.393500836,0.483076879,3.7,0.855862138,9,0,0,0,0,0,0,0,0,1,9,0,0,0,0,Elmo Lake,Lower St. Croix River,-92.88418587,44.98314906,9,9,1,1,A,Elmo Lake-1,64,,,0,0,368250,330050,0,0,0,62,0,0,0,118500,305375,,,0,0
82010600-01,2008,-4.172479648,0.598116988,3.706736842,0.959436689,17,2,0,0,0,0,0,0,0,1,14,5,0,0,0,Elmo Lake,Lower St. Croix River,-92.88418587,44.98314906,19,19,1.105263158,1.263157895,A,Elmo Lake-1,64,1.490322581,1.33710351,0,0,400650,300850,0,0,0,64,0,0,0,90000,367000,400650,283350,1,0
82010600-01,2009,-4.081797669,0.336425076,3.96,1.197404601,10,0,0,0,0,0,0,0,0,1,10,0,0,0,0,Elmo Lake,Lower St. Croix River,-92.88418587,44.98314906,10,10,1,1,A,Elmo Lake-1,64,1.490645161,1.33694277,0,0,380200,329275,1456,2395.25,0,62,0,0,0,118500,445300,383800,292500,0,0
82010600-01,2010,-4.147488214,0.30952365,4.386666667,0.761452247,18,1,0,0,0,0,0,0,0,1,11,8,0,0,0,Elmo Lake,Lower St. Croix River,-92.88418587,44.98314906,19,19,1.052631579,1.421052632,A,Elmo Lake-1,62,1.44,1.378576125,0,0,369000,276800,1522,2401,0,0,52,44,2,147000,390600,,,0,0
82010600-01,2011,-3.33912331,0.764307013,4.711111111,1.237380746,4,4,1,0,0,0,0,0,1,0,0,7,1,0,0,Elmo Lake,Lower St. Croix River,-92.88418587,44.98314906,9,8,1.666666667,2.125,B,Elmo Lake-1,62,1.496129032,1.33859402,0,0,337800,276000,1522,2401,0,0,52,44,2,147000,436350,,,2,0
